Incident Type;Hazards;Hazard Paths;Origins;Date
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;misbranding;labelling/misdescription > misbranding;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
alert;tricyclazole;pesticides > tricyclazole;india;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;unauthorised colour, incorrect labeling, artificial colourants/synthetic dyes;unauthorised colour, labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;5-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;honduras;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;sulphur dioxide and sulphites;sulphur dioxide and sulphites;germany;5-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes, misbranding;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, labelling/misdescription > misbranding;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;2-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;misbranding;labelling/misdescription > misbranding;mexico;2-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;haloxyfop;pesticides > haloxyfop;china;2-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-8-2022
border rejection;acetamiprid, tebuconazole;pesticides > neonicotinoid > acetamiprid, pesticides > triazole > tebuconazole;pakistan;1-8-2022
border rejection;pesticides;pesticides;pakistan;29-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;misbranding, unauthorised colour, missing required nutrition information, labelling/misdescription, artificial colourants/synthetic dyes;labelling/misdescription > misbranding, unauthorised colour, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;misbranding, unauthorised colour, missing required nutrition information, labelling/misdescription;labelling/misdescription > misbranding, unauthorised colour, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription;mexico;27-7-2022
border rejection;misbranding, unauthorised colour, missing required nutrition information, artificial colourants/synthetic dyes, labelling/misdescription;labelling/misdescription > misbranding, unauthorised colour, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, labelling/misdescription;mexico;27-7-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes, missing required nutrition information, labelling/misdescription;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription;mexico;27-7-2022
border rejection;misbranding, unauthorised colour, labelling/misdescription, missing required nutrition information, artificial colourants/synthetic dyes;labelling/misdescription > misbranding, unauthorised colour, labelling/misdescription, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, labelling/misdescription, missing required nutrition information, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, labelling/misdescription, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, missing required nutrition information, labelling/misdescription, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;unauthorised colour, labelling/misdescription, missing required nutrition information;unauthorised colour, labelling/misdescription, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;misbranding, unauthorised colour, missing required nutrition information, labelling/misdescription;labelling/misdescription > misbranding, unauthorised colour, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription;mexico;27-7-2022
border rejection;misbranding, unauthorised colour, artificial colourants/synthetic dyes, labelling/misdescription, missing required nutrition information;labelling/misdescription > misbranding, unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, labelling/misdescription, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-7-2022
border rejection;unauthorised colour, labelling/misdescription, missing required nutrition information;unauthorised colour, labelling/misdescription, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;27-7-2022
border rejection;misbranding, incorrect labeling, artificial colourants/synthetic dyes, labelling/misdescription, missing required nutrition information;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, labelling/misdescription, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;27-7-2022
border rejection;misbranding, incorrect labeling, missing required nutrition information, artificial colourants/synthetic dyes, labelling/misdescription;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, labelling/misdescription;mexico;27-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;parasits;pathogen > parasits;pakistan;25-7-2022
border rejection;abnormal smell, moulds;abnormal smell, non-pathogenic microorganisms > moulds;thailand;25-7-2022
border rejection;abnormal smell, moulds;abnormal smell, non-pathogenic microorganisms > moulds;thailand;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;abnormal smell, moulds;abnormal smell, non-pathogenic microorganisms > moulds;united states;25-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-7-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;21-7-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;21-7-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;21-7-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;21-7-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;21-7-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;21-7-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;21-7-2022
border rejection;missing required nutrition information, labelling/misdescription;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription;kenya;20-7-2022
border rejection;abnormal smell, moulds;abnormal smell, non-pathogenic microorganisms > moulds;china;20-7-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;vietnam;20-7-2022
border rejection;missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;kenya;20-7-2022
border rejection;missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;kenya;20-7-2022
alert;unauthorised tricyclazole;chemical compound (unauthorised) > unauthorised tricyclazole;india;20-7-2022
border rejection;pesticides;pesticides;india;19-7-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;19-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;19-7-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;19-7-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;19-7-2022
border rejection;tebuconazole;pesticides > triazole > tebuconazole;pakistan;19-7-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;19-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;19-7-2022
border rejection;pesticides;pesticides;india;19-7-2022
border rejection;ochratoxin a;mycotoxin > ochratoxin > ochratoxin a;india;15-7-2022
