Incident Type;Specific Hazards;Hazard Subcategory Paths;Origins;Date
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;12-7-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;3-7-2012
food;too high content of sulphite;sulphur dioxide and sulphites > too high content of sulphite;mozambique;2-7-2012
border rejection;chloramphenicol;residues of veterinary medicinal products > antibiotics, vet drugs > chloramphenicol;vietnam;1-7-2012
food;prohibited substance chloramphenicol;residues of veterinary medicinal products > prohibited substance chloramphenicol;vietnam;28-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;28-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;28-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;28-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;28-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;26-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;26-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;26-6-2012
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;19-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;19-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;15-6-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;14-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;14-6-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;12-6-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;12-6-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;12-6-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;6-6-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;6-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;6-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-6-2012
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-6-2012
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-6-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;1-6-2012
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;bangladesh;31-5-2012
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;bangladesh;31-5-2012
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;bangladesh;31-5-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;30-5-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;30-5-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;30-5-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;30-5-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;30-5-2012
border rejection;poisonous, listeria monocytogenes;pathogen > biotoxins (other) > poisonous, pathogen > pathogenic bacteria > listeria monocytogenes;indonesia;23-5-2012
food;unauthorised use of colour e 129 - allura red ac, unauthorised ingredient (fraud);unauthorised use of colour e 129 - allura red ac, unauthorised ingredient (fraud);india;22-5-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;21-5-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;21-5-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;16-5-2012
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;malaysia;14-5-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;9-5-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;9-5-2012
food;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;venezuela;8-5-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;8-5-2012
border rejection;sulfamethoxazole;residues of veterinary medicinal products > antibiotics, vet drugs > sulfamethoxazole;china;1-5-2012
border rejection;escherichia coli;pathogen > pathogenic bacteria > escherichia coli;indonesia;1-5-2012
food;prohibited substance nitrofuran (metabolite);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite);india;26-4-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;24-4-2012
food;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;argentina;18-4-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;18-4-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;18-4-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;18-4-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;18-4-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;13-4-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;12-4-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;11-4-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;9-4-2012
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;indonesia;5-4-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;3-4-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;3-4-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;3-4-2012
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;malaysia;3-4-2012
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;2-4-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;2-4-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;2-4-2012
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;2-4-2012
border rejection;sulfamethoxazole;residues of veterinary medicinal products > antibiotics, vet drugs > sulfamethoxazole;china;1-4-2012
border rejection;trifluralin;pesticides > dinitroaniline > trifluralin;vietnam;1-4-2012
border rejection;sulfamethoxazole;residues of veterinary medicinal products > antibiotics, vet drugs > sulfamethoxazole;china;1-4-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;1-4-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;30-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;30-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;30-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;30-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;30-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;30-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;30-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;30-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;30-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;23-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;23-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;23-3-2012
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;21-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;14-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;14-3-2012
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;thailand;13-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;12-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;12-3-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;thailand;12-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;12-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;12-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;8-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;8-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;8-3-2012
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;7-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;7-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-3-2012
food;poor hygienic state;poor or insufficient controls > poor hygienic state;morocco;6-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;6-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;2-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;2-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;2-3-2012
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;2-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;2-3-2012
food;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);india;1-3-2012
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;28-2-2012
food;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);india;28-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;27-2-2012
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;malaysia;24-2-2012
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;malaysia;24-2-2012
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;malaysia;24-2-2012
food;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;germany, indonesia;23-2-2012
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;bangladesh;22-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;17-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;17-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;16-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;16-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;15-2-2012
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;15-2-2012
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;malaysia;14-2-2012
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;malaysia;14-2-2012
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;malaysia;14-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;13-2-2012
food;benzo(a)pyrene;pahs > benzo(a)pyrene;gambia;13-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;13-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;13-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;10-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;sri lanka;8-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;2-2-2012
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;malaysia;1-2-2012
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;31-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;31-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;27-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;27-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;25-1-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;thailand;25-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;25-1-2012
food;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);india;24-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;20-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;18-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;18-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;18-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-1-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;9-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;29-12-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;23-12-2011
food;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;vietnam;22-12-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;21-12-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;21-12-2011
food;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);india;21-12-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;21-12-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;thailand;16-12-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;8-12-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;6-12-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;6-12-2011
food;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;ecuador;5-12-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;2-12-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-12-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-12-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;29-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;28-11-2011
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;malaysia;22-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;21-11-2011
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;17-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;17-11-2011
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;15-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-11-2011
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;malaysia;10-11-2011
border rejection;allergens, poor hygienic state;poor or insufficient controls > poor hygienic state;honduras;4-11-2011
food;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);india;4-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;4-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;4-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;2-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;2-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nicaragua;2-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;2-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;2-11-2011
border rejection;trifluralin;pesticides > dinitroaniline > trifluralin;vietnam;1-11-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-11-2011
border rejection;chloramphenicol;residues of veterinary medicinal products > antibiotics, vet drugs > chloramphenicol;vietnam;1-11-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-11-2011
border rejection;chloramphenicol;residues of veterinary medicinal products > antibiotics, vet drugs > chloramphenicol;vietnam;1-11-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-11-2011
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;1-11-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;31-10-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;31-10-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;28-10-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;27-10-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;20-10-2011
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;china;20-10-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;14-10-2011
food;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;tunisia;14-10-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;13-10-2011
food;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;nicaragua;13-10-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;11-10-2011
food;poor temperature control;poor or insufficient controls > improper conditions > poor temperature control;india;7-10-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;5-10-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;4-10-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;3-10-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-10-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-10-2011
border rejection;trifluralin;pesticides > dinitroaniline > trifluralin;vietnam;1-10-2011
border rejection;sulphur dioxide and sulphites;sulphur dioxide and sulphites;vietnam;1-10-2011
border rejection;undeclared sulphite;sulphur dioxide and sulphites > undeclared sulphite;honduras;29-9-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;29-9-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;vietnam;22-9-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;22-9-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;22-9-2011
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;vietnam;22-9-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;22-9-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;21-9-2011
food;prohibited substance nitrofuran (metabolite);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite);china, netherlands;19-9-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;indonesia;14-9-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;7-9-2011
food;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;ecuador;6-9-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;2-9-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nicaragua;1-9-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-9-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;1-9-2011
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;1-9-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-9-2011
border rejection;trifluralin;pesticides > dinitroaniline > trifluralin;vietnam;1-9-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;31-8-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;31-8-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;30-8-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;19-8-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;17-8-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;united arab emirates;10-8-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;9-8-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;2-8-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;2-8-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;1-8-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;1-8-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-8-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-8-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;29-7-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;29-7-2011
food;salmonella;pathogen > pathogenic bacteria > salmonella;netherlands;25-7-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;19-7-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;19-7-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;19-7-2011
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;11-7-2011
food;abnormal colour;abnormal colour;senegal;5-7-2011
food;spoilage;spoilage;tunisia;5-7-2011
food;spoilage;spoilage;tunisia;5-7-2011
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;5-7-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-7-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-7-2011
border rejection;chloramphenicol;residues of veterinary medicinal products > antibiotics, vet drugs > chloramphenicol;vietnam;1-7-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;28-6-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;23-6-2011
food;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;tunisia;21-6-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;15-6-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;vietnam;15-6-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;10-6-2011
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;9-6-2011
food;altered organoleptic characteristics, poor temperature control - rupture of the cold chain;altered organoleptic characteristics, poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;mozambique;1-6-2011
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;1-6-2011
food;poor temperature control - rupture of the cold chain, altered organoleptic characteristics;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain, altered organoleptic characteristics;mozambique;1-6-2011
food;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;mozambique;1-6-2011
food;altered organoleptic characteristics, poor temperature control - rupture of the cold chain;altered organoleptic characteristics, poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;mozambique;31-5-2011
food;altered organoleptic characteristics, poor temperature control - rupture of the cold chain;altered organoleptic characteristics, poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;mozambique;31-5-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;31-5-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;26-5-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;25-5-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;18-5-2011
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;17-5-2011
